"Tiempo","Frecuencia (Hz)","ESTACION","CANAL","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","AM (%)","Arch_ Info"
"23/07/2025  17:41:49,209","   525250000"," ","23","  39,1","      999375","      -25769"," 93,70",
"23/07/2025  17:41:49,209","   531250000","TELERAMA","24","  40,1","      999375","        1559"," 97,10",
"23/07/2025  17:41:49,209","   537250000","PLUS TV","25","  67,4","       47500","        3903"," 31,10",
"23/07/2025  17:41:49,209","   543250000","CANAL UNO","26","  39,5","      999375","       -2002"," 94,20",
"23/07/2025  17:41:49,209","   549250000"," ","27","  38,4","      999375","         926"," 95,50",
"23/07/2025  17:41:49,209","   555250000"," ","28","  39,6","      999375","        1701"," 97,30",
"23/07/2025  17:41:49,209","   561250000"," ","29","  41,3","      999375","         788"," 91,60",
"23/07/2025  17:41:49,209","   567250000","TELEATAHUALPA (RTU)","30","  40,0","      999375","       -2950"," 94,20",
"23/07/2025  17:41:49,209","   573250000"," ","31","  40,8","      999375","        4635"," 93,40",
"23/07/2025  17:41:49,209","   579250000","TELEVICENTRO TVC","32","  77,1","      173125","        1010"," 53,40",
"23/07/2025  17:41:49,209","   585250000"," ","33","  42,9","      999375","        2738"," 95,00",
"23/07/2025  17:41:49,209","   591250000","UCSG TELEVISION","34","  42,9","      999375","        4708"," 94,30",
"23/07/2025  17:41:49,209","   603250000","OROMAR","36","  46,3","      999375","       -1220"," 97,10",
"23/07/2025  17:41:49,209","   615250000"," ","38","  53,1","      999375","         649"," 96,10",
"23/07/2025  17:41:49,209","   621250000","CANAL SUR - TELEVISION MUN","39","  99,1","      125625","          50"," 36,60",
"23/07/2025  17:41:49,209","   627250000"," ","40","  46,1","      999375","       -2135"," 93,60",
"23/07/2025  17:41:49,209","   633250000"," ","41","  46,2","      999375","        -742"," 96,00",
"23/07/2025  17:41:49,209","   639250000"," ","42","  48,5","      999375","        4157"," 95,60",
"23/07/2025  17:41:49,209","   645250000"," ","43","  48,9","      999375","        2527"," 97,20",
"23/07/2025  17:41:49,209","   651250000"," ","44","  48,8","      999375","        1362"," 95,60",
"23/07/2025  17:41:49,209","   657250000"," ","45","  49,3","      999375","       -1064"," 94,70",
"23/07/2025  17:41:49,209","   663250000"," ","46","  50,7","      999375","        4760"," 96,60",
"23/07/2025  17:41:49,209","   669250000"," ","47","  48,2","      999375","        7117"," 95,60",
"23/07/2025  17:41:49,209","   675250000"," ","48","  50,2","      999375","        1447"," 94,60",
"23/07/2025  17:41:49,209","   681250000"," ","49","  52,3","      999375","       16805"," 95,20",
"23/07/2025  17:41:49,209","   687250000"," ","50","  67,1","      999375","        -578"," 95,90",
"23/07/2025  17:41:49,209","   693250000"," ","51","  70,5","      999375","        4313"," 94,30",
"24/07/2025  7:20:03,885","    55250000","CORPORACION ECUATORIANA DE","2","  84,6","       94375","         -20"," 43,40",
"24/07/2025  7:20:03,885","    61250000"," ","3","  44,5","      999375","        1644"," 94,90",
"24/07/2025  7:20:03,885","    67250000","UV TELEVISION","4","  81,1","      266875","         193"," 74,50",
"24/07/2025  7:20:03,885","    77250000","TELEAMAZONAS","5","  83,0","       94375","          11"," 17,60",
"24/07/2025  7:20:03,885","    83250000"," ","6","  64,3","      999375","      -14949"," 96,60",
"24/07/2025  7:20:03,885","   175250000","ECUADOR TV","7","  90,3","      203750","         -15"," 57,80",
"24/07/2025  7:20:03,885","   181250000","CADENA ECUATORIANA DE TELE","8","  83,9","      297500","         -28"," 75,20",
"24/07/2025  7:20:03,885","   187250000","RED TELESISTEMA (R.T.S)","9","  94,9","       93750","        -395"," 40,90",
"24/07/2025  7:20:03,885","   193250000"," ","10","  64,9","      998750","       96844"," 94,40",
"24/07/2025  7:20:03,885","   199250000","TELEVISION DEL PACIFICO","11","  65,6","      930000","      125296"," 91,30",
"24/07/2025  7:20:03,885","   205250000"," ","12","  62,1","      999375","      121469"," 92,90",
"24/07/2025  7:20:03,885","   211250000"," ","13","  59,7","      998750","      119711"," 91,10",
"24/07/2025  7:20:03,885","   471250000"," ","14","  35,4","      999375","        5413"," 94,90",
"24/07/2025  7:20:03,885","   477250000"," ","15","  35,1","      999375","      -21896"," 96,80",
"24/07/2025  7:20:03,885","   483250000"," ","16","  34,7","      999375","        -528"," 96,10",
"24/07/2025  7:20:03,885","   513250000"," ","21","  36,3","      999375","        5293"," 95,90",
"24/07/2025  7:20:03,885","   519250000","ECOTEL","22","  76,7","      125625","        1061"," 43,90",
"24/07/2025  7:20:03,885","   525250000"," ","23","  38,8","      999375","      -22152"," 96,00",
"24/07/2025  7:20:03,885","   531250000","TELERAMA","24","  38,8","      999375","        2805"," 97,30",
"24/07/2025  7:20:03,885","   537250000","PLUS TV","25","  65,6","       94375","        4290"," 26,20",
"24/07/2025  7:20:03,885","   543250000","CANAL UNO","26","  38,0","      999375","         708"," 94,60",
"24/07/2025  7:20:03,885","   549250000"," ","27","  40,0","      999375","        1406"," 96,00",
"24/07/2025  7:20:03,885","   555250000"," ","28","  40,1","      999375","        2131"," 95,30",
"24/07/2025  7:20:03,885","   561250000"," ","29","  42,6","      999375","       -1399"," 95,80",
"24/07/2025  7:20:03,885","   567250000","TELEATAHUALPA (RTU)","30","  41,2","      999375","       -1606"," 96,30",
"24/07/2025  7:20:03,885","   573250000"," ","31","  41,7","      999375","        6376"," 93,30",
"24/07/2025  7:20:03,885","   579250000","TELEVICENTRO TVC","32","  83,8","      141250","        1199"," 70,00",
"24/07/2025  7:20:03,885","   585250000"," ","33","  43,2","      999375","        5936"," 96,30",
"24/07/2025  7:20:03,885","   591250000","UCSG TELEVISION","34","  43,3","      999375","        3190"," 94,90",
"24/07/2025  7:20:03,885","   603250000","OROMAR","36","  45,1","      999375","        3352"," 96,30",
"24/07/2025  7:20:03,885","   615250000"," ","38","  53,3","      999375","         215"," 98,00",
"24/07/2025  7:20:03,885","   621250000","CANAL SUR - TELEVISION MUN","39","  99,4","      125625","          50"," 21,50",
"24/07/2025  7:20:03,885","   627250000"," ","40","  46,6","      999375","        -759"," 96,20",
"24/07/2025  7:20:03,885","   633250000"," ","41","  45,7","      999375","        3193"," 93,20",
"24/07/2025  7:20:03,885","   639250000"," ","42","  48,5","      999375","        2218"," 94,10",
"24/07/2025  7:20:03,885","   645250000"," ","43","  48,1","      999375","       -2936"," 96,60",
"24/07/2025  7:20:03,885","   651250000"," ","44","  50,9","      999375","       56938"," 96,70",
"24/07/2025  7:20:03,885","   657250000"," ","45","  53,4","      999375","       12136"," 92,50",
"24/07/2025  7:20:03,885","   663250000"," ","46","  50,4","      999375","         116"," 95,40",
"24/07/2025  7:20:03,885","   669250000"," ","47","  50,0","      999375","        1871"," 93,40",
"24/07/2025  7:20:03,885","   675250000"," ","48","  50,5","      999375","         292"," 94,60",
"24/07/2025  7:20:03,885","   681250000"," ","49","  51,5","      999375","       13985"," 93,50",
"24/07/2025  7:20:03,885","   687250000"," ","50","  66,8","      999375","       -1804"," 94,60",
"24/07/2025  7:20:03,885","   693250000"," ","51","  69,8","      999375","       -3321"," 97,10",
"24/07/2025  7:20:57,678","    55250000","CORPORACION ECUATORIANA DE","2","  84,9","      204375","           2"," 86,90",
"24/07/2025  7:20:57,678","    61250000"," ","3","  44,5","      999375","        -988"," 96,20",
"24/07/2025  7:20:57,678","    67250000","UV TELEVISION","4","  77,2","      156875","         202"," 77,00",
"24/07/2025  7:20:57,678","    77250000","TELEAMAZONAS","5","  85,6","      125625","           8"," 38,40",
"24/07/2025  7:20:57,678","    83250000"," ","6","  63,4","      999375","      -18977"," 95,80",
"24/07/2025  7:20:57,678","   175250000","ECUADOR TV","7","  90,6","      156875","         -14"," 71,60",
"24/07/2025  7:20:57,678","   181250000","CADENA ECUATORIANA DE TELE","8","  83,7","      305625","         563"," 96,00",
"24/07/2025  7:20:57,678","   187250000","RED TELESISTEMA (R.T.S)","9","  94,9","       94375","        -482"," 52,10",
"24/07/2025  7:20:57,678","   193250000"," ","10","  66,1","      908750","      100053"," 94,90",
"24/07/2025  7:20:57,678","   199250000","TELEVISION DEL PACIFICO","11","  64,7","      893125","      122343"," 94,20",
"24/07/2025  7:20:57,678","   205250000"," ","12","  61,1","      911250","      102975"," 96,60",
"24/07/2025  7:20:57,678","   211250000"," ","13","  60,0","      905625","      115766"," 93,20",
"24/07/2025  7:20:57,678","   471250000"," ","14","  34,0","      999375","        1313"," 94,70",
"24/07/2025  7:20:57,678","   477250000"," ","15","  35,2","      999375","      -27818"," 96,40",
"24/07/2025  7:20:57,678","   483250000"," ","16","  34,9","      999375","       -2527"," 95,80",
"24/07/2025  7:20:57,678","   513250000"," ","21","  36,2","      999375","        1623"," 95,90",
"24/07/2025  7:20:57,678","   519250000","ECOTEL","22","  74,5","      188750","        1050"," 55,60",
"24/07/2025  7:20:57,678","   525250000"," ","23","  39,3","      999375","      -12544"," 95,80",
"24/07/2025  7:20:57,678","   531250000","TELERAMA","24","  38,6","      999375","       -3391"," 91,30",
"24/07/2025  7:20:57,678","   537250000","PLUS TV","25","  67,6","      110000","        4285"," 62,70",
"24/07/2025  7:20:57,678","   543250000","CANAL UNO","26","  39,8","      999375","        2098"," 93,80",
"24/07/2025  7:20:57,678","   549250000"," ","27","  40,2","      999375","       -1580"," 95,10",
"24/07/2025  7:20:57,678","   555250000"," ","28","  40,7","      999375","        1002"," 95,30",
"24/07/2025  7:20:57,678","   561250000"," ","29","  42,8","      999375","        1802"," 97,10",
"24/07/2025  7:20:57,678","   567250000","TELEATAHUALPA (RTU)","30","  40,9","      999375","        -715"," 96,80",
"24/07/2025  7:20:57,678","   573250000"," ","31","  41,6","      999375","        1097"," 92,30",
"24/07/2025  7:20:57,678","   579250000","TELEVICENTRO TVC","32","  82,7","      423750","        1201"," 23,80",
"24/07/2025  7:20:57,678","   585250000"," ","33","  42,4","      999375","        -454"," 95,20",
"24/07/2025  7:20:57,678","   591250000","UCSG TELEVISION","34","  43,2","      999375","        -203"," 96,10",
"24/07/2025  7:20:57,678","   603250000","OROMAR","36","  46,2","      999375","       -1883"," 96,70",
"24/07/2025  7:20:57,678","   615250000"," ","38","  52,2","      999375","        4143"," 97,30",
"24/07/2025  7:20:57,678","   621250000","CANAL SUR - TELEVISION MUN","39"," 100,0","      125625","          49"," 38,00",
"24/07/2025  7:20:57,678","   627250000"," ","40","  46,4","      999375","        2376"," 94,10",
"24/07/2025  7:20:57,678","   633250000"," ","41","  45,8","      999375","        5449"," 96,40",
"24/07/2025  7:20:57,678","   639250000"," ","42","  46,1","      999375","       -3708"," 96,20",
"24/07/2025  7:20:57,678","   645250000"," ","43","  47,5","      999375","       -1231"," 95,10",
"24/07/2025  7:20:57,678","   651250000"," ","44","  50,3","      999375","       40835"," 94,40",
"24/07/2025  7:20:57,678","   657250000"," ","45","  49,9","      999375","        6276"," 96,60",
"24/07/2025  7:20:57,678","   663250000"," ","46","  49,0","      999375","        7980"," 95,40",
"24/07/2025  7:20:57,678","   669250000"," ","47","  50,1","      999375","        3003"," 94,10",
"24/07/2025  7:20:57,678","   675250000"," ","48","  50,1","      999375","        1299"," 95,00",
"24/07/2025  7:20:57,678","   681250000"," ","49","  51,7","      999375","       17383"," 97,50",
"24/07/2025  7:20:57,678","   687250000"," ","50","  69,8","      999375","        -403"," 95,70",
"24/07/2025  7:20:57,678","   693250000"," ","51","  68,8","      999375","       -4635"," 97,10",
"24/07/2025  7:21:49,116","    55250000","CORPORACION ECUATORIANA DE","2","  85,0","      156875","          16"," 69,90",
"24/07/2025  7:21:49,116","    61250000"," ","3","  45,8","      999375","        1427"," 96,50",
"24/07/2025  7:21:49,116","    67250000","UV TELEVISION","4","  80,1","      141250","         178"," 57,10",
"24/07/2025  7:21:49,116","    77250000","TELEAMAZONAS","5","  84,9","       62500","          14"," 31,30",
"24/07/2025  7:21:49,116","    83250000"," ","6","  63,8","      999375","      -15409"," 96,30",
"24/07/2025  7:21:49,116","   175250000","ECUADOR TV","7","  89,9","      172500","         -18"," 78,30",
"24/07/2025  7:21:49,116","   181250000","CADENA ECUATORIANA DE TELE","8","  84,1","      377500","        3824"," 87,80",
"24/07/2025  7:21:49,116","   187250000","RED TELESISTEMA (R.T.S)","9","  95,0","       94375","        -419"," 46,70",
"24/07/2025  7:21:49,116","   193250000"," ","10","  64,7","      912500","      109312"," 96,10",
"24/07/2025  7:21:49,116","   199250000","TELEVISION DEL PACIFICO","11","  66,2","      913750","      119277"," 92,30",
"24/07/2025  7:21:49,116","   205250000"," ","12","  61,7","      918750","      115058"," 93,00",
"24/07/2025  7:21:49,116","   211250000"," ","13","  59,8","      997500","      107631"," 95,20",
"24/07/2025  7:21:49,116","   471250000"," ","14","  35,8","      999375","       -2150"," 96,80",
"24/07/2025  7:21:49,116","   477250000"," ","15","  36,2","      999375","      -40149"," 96,70",
"24/07/2025  7:21:49,116","   483250000"," ","16","  35,2","      999375","       -5737"," 96,50",
"24/07/2025  7:21:49,116","   513250000"," ","21","  37,4","      999375","         870"," 95,90",
"24/07/2025  7:21:49,116","   519250000","ECOTEL","22","  74,9","      408750","        1059"," 60,40",
"24/07/2025  7:21:49,116","   525250000"," ","23","  37,9","      999375","      -34885"," 91,80",
"24/07/2025  7:21:49,116","   531250000","TELERAMA","24","  38,2","      999375","        2739"," 93,90",
"24/07/2025  7:21:49,116","   537250000","PLUS TV","25","  68,1","      173125","        4304"," 46,60",
"24/07/2025  7:21:49,116","   543250000","CANAL UNO","26","  38,8","      999375","          55"," 93,90",
"24/07/2025  7:21:49,116","   549250000"," ","27","  40,0","      999375","        3217"," 97,30",
"24/07/2025  7:21:49,116","   555250000"," ","28","  40,5","      999375","        4203"," 96,30",
"24/07/2025  7:21:49,116","   561250000"," ","29","  41,0","      999375","        1874"," 95,90",
"24/07/2025  7:21:49,116","   567250000","TELEATAHUALPA (RTU)","30","  39,9","      999375","       -1576"," 93,30",
"24/07/2025  7:21:49,116","   573250000"," ","31","  44,1","      999375","        3340"," 96,50",
"24/07/2025  7:21:49,116","   579250000","TELEVICENTRO TVC","32","  83,3","      188750","        1193"," 74,50",
"24/07/2025  7:21:49,116","   585250000"," ","33","  42,7","      999375","        4038"," 94,00",
"24/07/2025  7:21:49,116","   591250000","UCSG TELEVISION","34","  42,6","      999375","        1873"," 96,80",
"24/07/2025  7:21:49,116","   603250000","OROMAR","36","  47,7","      999375","       -2172"," 95,60",
"24/07/2025  7:21:49,116","   615250000"," ","38","  50,7","      999375","        4418"," 97,20",
